paper,source,metric,family,case,method,mean,std,n_runs
2306.08827v2,appendix_table,L2RE,Heat,2d-VC,gPINN,2.12,0.551,3
2306.08827v2,appendix_table,L2RE,Heat,2d-VC,vPINN,0.94,0.173,3
2306.08827v2,appendix_table,L2RE,Heat,2d-VC,LAAF,0.642,0.0632,3
2306.08827v2,appendix_table,L2RE,Heat,2d-VC,GAAF,0.849,0.106,3
2306.08827v2,appendix_table,L2RE,Heat,2d-VC,FBPINN,0.952,0.00229,3
2306.08827v2,appendix_table,L2RE,Heat,2d-MS,PINN,0.0621,0.0138,3
2306.08827v2,appendix_table,L2RE,Heat,2d-MS,PINN-w,0.242,0.0267,3
2306.08827v2,appendix_table,L2RE,Heat,2d-MS,LRA,0.0879,0.0256,3
2306.08827v2,appendix_table,L2RE,Heat,2d-MS,NTK,0.044,0.00481,3
2306.08827v2,appendix_table,L2RE,Heat,2d-MS,RAR,0.0749,0.0105,3
2306.08827v2,appendix_table,L2RE,Heat,2d-MS,MultiAdam,0.218,0.0926,3
2306.08827v2,appendix_table,L2RE,Heat,2d-MS,gPINN,0.113,0.00308,3
2306.08827v2,appendix_table,L2RE,Heat,2d-MS,vPINN,0.93,0.0206,3
2306.08827v2,appendix_table,L2RE,Heat,2d-MS,LAAF,0.074,0.0192,3
2306.08827v2,appendix_table,L2RE,Heat,2d-MS,GAAF,0.985,0.104,3
2306.08827v2,appendix_table,L2RE,Heat,2d-MS,FBPINN,0.082,0.00487,3
2306.08827v2,appendix_table,L2RE,Heat,2d-CG,PINN,0.0364,0.00882,3
2306.08827v2,appendix_table,L2RE,Heat,2d-CG,PINN-w,0.145,0.00477,3
2306.08827v2,appendix_table,L2RE,Heat,2d-CG,LRA,0.125,0.0043,3
2306.08827v2,appendix_table,L2RE,Heat,2d-CG,NTK,0.116,0.0121,3
2306.08827v2,appendix_table,L2RE,Heat,2d-CG,RAR,0.0272,0.00322,3
2306.08827v2,appendix_table,L2RE,Heat,2d-CG,MultiAdam,0.0712,0.013,3
2306.08827v2,appendix_table,L2RE,Heat,2d-CG,gPINN,0.0938,0.0145,3
2306.08827v2,appendix_table,L2RE,Heat,2d-CG,vPINN,1.67,0.00362,3
2306.08827v2,appendix_table,L2RE,Heat,2d-CG,LAAF,0.0239,0.00139,3
2306.08827v2,appendix_table,L2RE,Heat,2d-CG,GAAF,0.461,0.263,3
2306.08827v2,appendix_table,L2RE,Heat,2d-CG,FBPINN,0.0916,0.0329,3
2306.08827v2,appendix_table,L2RE,Heat,2d-LT,PINN,0.999,1.05e-05,3
2306.08827v2,appendix_table,L2RE,Heat,2d-LT,PINN-w,0.999,8.01e-05,3
2306.08827v2,appendix_table,L2RE,Heat,2d-LT,LRA,0.999,7.37e-05,3
2306.08827v2,appendix_table,L2RE,Heat,2d-LT,NTK,1.0,0.000282,3
2306.08827v2,appendix_table,L2RE,Heat,2d-LT,RAR,0.999,0.000156,3
2306.08827v2,appendix_table,L2RE,Heat,2d-LT,MultiAdam,1.0,3.85e-05,3
2306.08827v2,appendix_table,L2RE,Heat,2d-LT,gPINN,1.0,9.82e-05,3
2306.08827v2,appendix_table,L2RE,Heat,2d-LT,vPINN,1.0,0.0,3
2306.08827v2,appendix_table,L2RE,Heat,2d-LT,LAAF,0.999,0.000449,3
2306.08827v2,appendix_table,L2RE,Heat,2d-LT,GAAF,0.999,0.00022,3
2306.08827v2,appendix_table,L2RE,Heat,2d-LT,FBPINN,1.01,0.000123,3
2306.08827v2,appendix_table,L2RE,NS,2d-C,PINN,0.047,0.00112,3
2306.08827v2,appendix_table,L2RE,NS,2d-C,PINN-w,0.145,0.0121,3
2306.08827v2,appendix_table,L2RE,NS,2d-C,LRA,,,3
2306.08827v2,appendix_table,L2RE,NS,2d-C,NTK,0.198,0.026,3
2306.08827v2,appendix_table,L2RE,NS,2d-C,RAR,0.469,0.0116,3
2306.08827v2,appendix_table,L2RE,NS,2d-C,MultiAdam,0.727,0.195,3
2306.08827v2,appendix_table,L2RE,NS,2d-C,gPINN,0.077,0.00299,3
2306.08827v2,appendix_table,L2RE,NS,2d-C,vPINN,0.292,0.0824,3
2306.08827v2,appendix_table,L2RE,NS,2d-C,LAAF,0.036,0.00387,3
2306.08827v2,appendix_table,L2RE,NS,2d-C,GAAF,0.0379,0.00432,3
2306.08827v2,appendix_table,L2RE,NS,2d-C,FBPINN,0.0845,0.0226,3
2306.08827v2,appendix_table,L2RE,NS,2d-CG,PINN,0.119,0.00546,3
2306.08827v2,appendix_table,L2RE,NS,2d-CG,PINN-w,0.326,0.00769,3
2306.08827v2,appendix_table,L2RE,NS,2d-CG,LRA,0.332,0.0076,3
2306.08827v2,appendix_table,L2RE,NS,2d-CG,NTK,0.293,0.0202,3
2306.08827v2,appendix_table,L2RE,NS,2d-CG,RAR,0.334,0.000652,3
2306.08827v2,appendix_table,L2RE,NS,2d-CG,MultiAdam,0.431,0.0695,3
2306.08827v2,appendix_table,L2RE,NS,2d-CG,gPINN,0.154,0.00589,3
2306.08827v2,appendix_table,L2RE,NS,2d-CG,vPINN,0.994,0.0038,3
2306.08827v2,appendix_table,L2RE,NS,2d-CG,LAAF,0.0824,0.00821,3
2306.08827v2,appendix_table,L2RE,NS,2d-CG,GAAF,0.174,0.07,3
2306.08827v2,appendix_table,L2RE,NS,2d-CG,FBPINN,8.27,3.68e-05,3
2306.08827v2,appendix_table,L2RE,NS,2d-LT,PINN,0.996,0.00119,3
2306.08827v2,appendix_table,L2RE,NS,2d-LT,PINN-w,1.0,0.000334,3
2306.08827v2,appendix_table,L2RE,NS,2d-LT,LRA,1.0,0.000405,3
2306.08827v2,appendix_table,L2RE,NS,2d-LT,NTK,0.999,0.000604,3
2306.08827v2,appendix_table,L2RE,NS,2d-LT,RAR,1.0,0.000335,3
2306.08827v2,appendix_table,L2RE,NS,2d-LT,MultiAdam,1.0,0.000219,3
2306.08827v2,appendix_table,L2RE,NS,2d-LT,gPINN,0.995,0.000719,3
2306.08827v2,appendix_table,L2RE,NS,2d-LT,vPINN,1.73,1e-05,3
2306.08827v2,appendix_table,L2RE,NS,2d-LT,LAAF,0.998,0.00342,3
2306.08827v2,appendix_table,L2RE,NS,2d-LT,GAAF,0.999,0.0011,3
2306.08827v2,appendix_table,L2RE,NS,2d-LT,FBPINN,1.0,0.00207,3
2306.08827v2,appendix_table,L2RE,Wave,1d-C,PINN,0.588,0.0963,3
2306.08827v2,appendix_table,L2RE,Wave,1d-C,PINN-w,0.285,0.00897,3
2306.08827v2,appendix_table,L2RE,Wave,1d-C,LRA,0.361,0.0195,3
2306.08827v2,appendix_table,L2RE,Wave,1d-C,NTK,0.0979,0.00772,3
2306.08827v2,appendix_table,L2RE,Wave,1d-C,RAR,0.539,0.0177,3
2306.08827v2,appendix_table,L2RE,Wave,1d-C,MultiAdam,0.121,0.0176,3
2306.08827v2,appendix_table,L2RE,Wave,1d-C,gPINN,0.556,0.0167,3
2306.08827v2,appendix_table,L2RE,Wave,1d-C,vPINN,0.839,0.0594,3
2306.08827v2,appendix_table,L2RE,Wave,1d-C,LAAF,0.454,0.0108,3
2306.08827v2,appendix_table,L2RE,Wave,1d-C,GAAF,0.677,0.105,3
2306.08827v2,appendix_table,L2RE,Wave,1d-C,FBPINN,0.591,0.0474,3
2306.08827v2,appendix_table,L2RE,Wave,2d-CG,PINN,1.84,0.34,3
2306.08827v2,appendix_table,L2RE,Wave,2d-CG,PINN-w,1.66,0.0739,3
2306.08827v2,appendix_table,L2RE,Wave,2d-CG,LRA,1.48,0.103,3
2306.08827v2,appendix_table,L2RE,Wave,2d-CG,NTK,2.16,0.101,3
2306.08827v2,appendix_table,L2RE,Wave,2d-CG,RAR,1.15,0.106,3
2306.08827v2,appendix_table,L2RE,Wave,2d-CG,MultiAdam,1.09,0.124,3
2306.08827v2,appendix_table,L2RE,Wave,2d-CG,gPINN,0.814,0.0118,3
2306.08827v2,appendix_table,L2RE,Wave,2d-CG,vPINN,0.799,0.0431,3
2306.08827v2,appendix_table,L2RE,Wave,2d-CG,LAAF,0.819,0.0267,3
2306.08827v2,appendix_table,L2RE,Wave,2d-CG,GAAF,0.794,0.00933,3
2306.08827v2,appendix_table,L2RE,Wave,2d-CG,FBPINN,1.06,0.0754,3
2306.08827v2,appendix_table,L2RE,Wave,2d-MS,PINN,1.34,0.234,3
2306.08827v2,appendix_table,L2RE,Wave,2d-MS,PINN-w,1.02,0.0116,3
2306.08827v2,appendix_table,L2RE,Wave,2d-MS,LRA,1.02,0.0136,3
2306.08827v2,appendix_table,L2RE,Wave,2d-MS,NTK,1.04,0.0311,3
2306.08827v2,appendix_table,L2RE,Wave,2d-MS,RAR,1.35,0.243,3
2306.08827v2,appendix_table,L2RE,Wave,2d-MS,MultiAdam,1.01,0.00564,3
2306.08827v2,appendix_table,L2RE,Wave,2d-MS,gPINN,1.02,0.004,3
2306.08827v2,appendix_table,L2RE,Wave,2d-MS,vPINN,0.982,0.00123,3
2306.08827v2,appendix_table,L2RE,Wave,2d-MS,LAAF,1.06,0.0171,3
2306.08827v2,appendix_table,L2RE,Wave,2d-MS,GAAF,1.06,0.0535,3
2306.08827v2,appendix_table,L2RE,Wave,2d-MS,FBPINN,1.03,0.00668,3
2306.08827v2,appendix_table,L2RE,Chaotic,GS,PINN,0.319,0.318,3
2306.08827v2,appendix_table,L2RE,Chaotic,GS,PINN-w,0.158,0.091,3
2306.08827v2,appendix_table,L2RE,Chaotic,GS,LRA,0.0937,4.42e-05,3
2306.08827v2,appendix_table,L2RE,Chaotic,GS,NTK,0.216,0.0773,3
2306.08827v2,appendix_table,L2RE,Chaotic,GS,RAR,0.0946,0.000946,3
2306.08827v2,appendix_table,L2RE,Chaotic,GS,MultiAdam,0.0937,1.21e-05,3
2306.08827v2,appendix_table,L2RE,Chaotic,GS,gPINN,0.248,0.11,3
2306.08827v2,appendix_table,L2RE,Chaotic,GS,vPINN,1.16,0.143,3
2306.08827v2,appendix_table,L2RE,Chaotic,GS,LAAF,0.0947,7.07e-05,3
2306.08827v2,appendix_table,L2RE,Chaotic,GS,GAAF,0.0946,0.000115,3
2306.08827v2,appendix_table,L2RE,Chaotic,GS,FBPINN,0.0799,0.0169,3
2306.08827v2,appendix_table,L2RE,Chaotic,KS,PINN,1.01,0.00128,3
2306.08827v2,appendix_table,L2RE,Chaotic,KS,PINN-w,0.986,0.0224,3
2306.08827v2,appendix_table,L2RE,Chaotic,KS,LRA,0.957,0.00285,3
2306.08827v2,appendix_table,L2RE,Chaotic,KS,NTK,0.964,0.00494,3
2306.08827v2,appendix_table,L2RE,Chaotic,KS,RAR,1.01,0.000863,3
2306.08827v2,appendix_table,L2RE,Chaotic,KS,MultiAdam,0.961,0.00477,3
2306.08827v2,appendix_table,L2RE,Chaotic,KS,gPINN,0.994,0.00383,3
2306.08827v2,appendix_table,L2RE,Chaotic,KS,vPINN,0.972,0.00058,3
2306.08827v2,appendix_table,L2RE,Chaotic,KS,LAAF,1.01,0.00212,3
2306.08827v2,appendix_table,L2RE,Chaotic,KS,GAAF,1.0,0.0124,3
2306.08827v2,appendix_table,L2RE,Chaotic,KS,FBPINN,1.02,0.0231,3
2306.08827v2,appendix_table,L2RE,High dim,PNd,PINN,0.00304,0.000562,3
2306.08827v2,appendix_table,L2RE,High dim,PNd,PINN-w,0.00258,0.00131,3
2306.08827v2,appendix_table,L2RE,High dim,PNd,LRA,0.000458,1.89e-05,3
2306.08827v2,appendix_table,L2RE,High dim,PNd,NTK,0.00464,0.00436,3
2306.08827v2,appendix_table,L2RE,High dim,PNd,RAR,0.00359,0.00125,3
2306.08827v2,appendix_table,L2RE,High dim,PNd,MultiAdam,0.00398,0.00111,3
2306.08827v2,appendix_table,L2RE,High dim,PNd,gPINN,0.00505,0.000607,3
2306.08827v2,appendix_table,L2RE,High dim,PNd,vPINN,,,3
2306.08827v2,appendix_table,L2RE,High dim,PNd,LAAF,0.00414,0.000559,3
2306.08827v2,appendix_table,L2RE,High dim,PNd,GAAF,0.00775,0.00141,3
2306.08827v2,appendix_table,L2RE,High dim,PNd,FBPINN,,,3
2306.08827v2,appendix_table,L2RE,High dim,HNd,PINN,0.361,0.0044,3
2306.08827v2,appendix_table,L2RE,High dim,HNd,PINN-w,0.459,0.00434,3
2306.08827v2,appendix_table,L2RE,High dim,HNd,LRA,0.394,0.0128,3
2306.08827v2,appendix_table,L2RE,High dim,HNd,NTK,0.397,0.0126,3
2306.08827v2,appendix_table,L2RE,High dim,HNd,RAR,0.357,0.00369,3
2306.08827v2,appendix_table,L2RE,High dim,HNd,MultiAdam,0.302,0.0407,3
2306.08827v2,appendix_table,L2RE,High dim,HNd,gPINN,0.317,0.00666,3
2306.08827v2,appendix_table,L2RE,High dim,HNd,vPINN,,,3
2306.08827v2,appendix_table,L2RE,High dim,HNd,LAAF,0.522,0.00312,3
2306.08827v2,appendix_table,L2RE,High dim,HNd,GAAF,0.521,0.000779,3
2306.08827v2,appendix_table,L2RE,High dim,HNd,FBPINN,,,3
2306.08827v2,appendix_table,L2RE,Inverse,PInv,PINN,0.0942,0.00158,3
2306.08827v2,appendix_table,L2RE,Inverse,PInv,PINN-w,0.166,0.00545,3
2306.08827v2,appendix_table,L2RE,Inverse,PInv,LRA,0.154,0.00332,3
2306.08827v2,appendix_table,L2RE,Inverse,PInv,NTK,0.193,0.0139,3
2306.08827v2,appendix_table,L2RE,Inverse,PInv,RAR,0.0935,0.0112,3
2306.08827v2,appendix_table,L2RE,Inverse,PInv,MultiAdam,0.13,0.0155,3
2306.08827v2,appendix_table,L2RE,Inverse,PInv,gPINN,0.0803,0.00279,3
2306.08827v2,appendix_table,L2RE,Inverse,PInv,vPINN,0.0245,0.0103,3
2306.08827v2,appendix_table,L2RE,Inverse,PInv,LAAF,0.13,0.0107,3
2306.08827v2,appendix_table,L2RE,Inverse,PInv,GAAF,0.254,0.153,3
2306.08827v2,appendix_table,L2RE,Inverse,PInv,FBPINN,0.844,0.137,3
2306.08827v2,appendix_table,L2RE,Inverse,HInv,PINN,1.57,0.0721,3
2306.08827v2,appendix_table,L2RE,Inverse,HInv,PINN-w,0.0526,0.00331,3
2306.08827v2,appendix_table,L2RE,Inverse,HInv,LRA,0.0509,0.00434,3
2306.08827v2,appendix_table,L2RE,Inverse,HInv,NTK,0.0752,0.00542,3
2306.08827v2,appendix_table,L2RE,Inverse,HInv,RAR,1.52,0.0646,3
2306.08827v2,appendix_table,L2RE,Inverse,HInv,MultiAdam,0.0804,0.012,3
2306.08827v2,appendix_table,L2RE,Inverse,HInv,gPINN,4.84,2.07,3
2306.08827v2,appendix_table,L2RE,Inverse,HInv,vPINN,0.456,0.013,3
2306.08827v2,appendix_table,L2RE,Inverse,HInv,LAAF,0.559,0.524,3
2306.08827v2,appendix_table,L2RE,Inverse,HInv,GAAF,0.212,0.0489,3
2306.08827v2,appendix_table,L2RE,Inverse,HInv,FBPINN,0.927,0.12,3
2306.08827v2,appendix_table,L1RE,Burgers,1d-C,PINN,0.00955,0.000642,3
2306.08827v2,appendix_table,L1RE,Burgers,1d-C,PINN-w,0.0188,0.00405,3
2306.08827v2,appendix_table,L1RE,Burgers,1d-C,LRA,0.0135,0.00257,3
2306.08827v2,appendix_table,L1RE,Burgers,1d-C,NTK,0.013,0.00173,3
2306.08827v2,appendix_table,L1RE,Burgers,1d-C,RAR,0.0135,0.00466,3
2306.08827v2,appendix_table,L1RE,Burgers,1d-C,MultiAdam,0.0264,0.00569,3
2306.08827v2,appendix_table,L1RE,Burgers,1d-C,gPINN,0.142,0.0198,3
2306.08827v2,appendix_table,L1RE,Burgers,1d-C,vPINN,0.0402,0.00641,3
2306.08827v2,appendix_table,L1RE,Burgers,1d-C,LAAF,0.014,0.00368,3
2306.08827v2,appendix_table,L1RE,Burgers,1d-C,GAAF,0.0195,0.0083,3
2306.08827v2,appendix_table,L1RE,Burgers,1d-C,FBPINN,0.0375,0.0097,3
2306.08827v2,appendix_table,L1RE,Burgers,2d-C,PINN,0.296,0.00074,3
2306.08827v2,appendix_table,L1RE,Burgers,2d-C,PINN-w,0.243,0.00298,3
2306.08827v2,appendix_table,L1RE,Burgers,2d-C,LRA,0.231,0.00716,3
2306.08827v2,appendix_table,L1RE,Burgers,2d-C,NTK,0.248,0.00533,3
2306.08827v2,appendix_table,L1RE,Burgers,2d-C,RAR,0.327,3.73e-05,3
2306.08827v2,appendix_table,L1RE,Burgers,2d-C,MultiAdam,0.312,0.0115,3
2306.08827v2,appendix_table,L1RE,Burgers,2d-C,gPINN,0.301,0.000355,3
2306.08827v2,appendix_table,L1RE,Burgers,2d-C,vPINN,0.656,0.0301,3
2306.08827v2,appendix_table,L1RE,Burgers,2d-C,LAAF,0.257,0.0206,3
2306.08827v2,appendix_table,L1RE,Burgers,2d-C,GAAF,0.267,0.0122,3
2306.08827v2,appendix_table,L1RE,Burgers,2d-C,FBPINN,,,3
2306.08827v2,appendix_table,L1RE,Poisson,2d-C,PINN,0.74,0.00549,3
2306.08827v2,appendix_table,L1RE,Poisson,2d-C,PINN-w,0.0308,0.00513,3
2306.08827v2,appendix_table,L1RE,Poisson,2d-C,LRA,0.0782,0.0747,3
2306.08827v2,appendix_table,L1RE,Poisson,2d-C,NTK,0.013,0.00823,3
2306.08827v2,appendix_table,L1RE,Poisson,2d-C,RAR,0.748,0.0101,3
2306.08827v2,appendix_table,L1RE,Poisson,2d-C,MultiAdam,0.0247,0.00638,3
2306.08827v2,appendix_table,L1RE,Poisson,2d-C,gPINN,0.735,0.0208,3
2306.08827v2,appendix_table,L1RE,Poisson,2d-C,vPINN,0.46,0.0139,3
2306.08827v2,appendix_table,L1RE,Poisson,2d-C,LAAF,0.767,0.0136,3
2306.08827v2,appendix_table,L1RE,Poisson,2d-C,GAAF,0.657,0.0399,3
2306.08827v2,appendix_table,L1RE,Poisson,2d-C,FBPINN,0.0501,0.00471,3
2306.08827v2,appendix_table,L1RE,Poisson,2d-CG,PINN,0.545,0.00471,3
2306.08827v2,appendix_table,L1RE,Poisson,2d-CG,PINN-w,0.0454,0.00642,3
2306.08827v2,appendix_table,L1RE,Poisson,2d-CG,LRA,0.0263,0.0055,3
2306.08827v2,appendix_table,L1RE,Poisson,2d-CG,NTK,0.0133,0.00496,3
2306.08827v2,appendix_table,L1RE,Poisson,2d-CG,RAR,0.56,0.00819,3
2306.08827v2,appendix_table,L1RE,Poisson,2d-CG,MultiAdam,0.246,0.107,3
2306.08827v2,appendix_table,L1RE,Poisson,2d-CG,gPINN,0.731,0.00277,3
2306.08827v2,appendix_table,L1RE,Poisson,2d-CG,vPINN,0.245,0.00514,3
2306.08827v2,appendix_table,L1RE,Poisson,2d-CG,LAAF,0.404,0.0103,3
2306.08827v2,appendix_table,L1RE,Poisson,2d-CG,GAAF,0.709,0.212,3
2306.08827v2,appendix_table,L1RE,Poisson,2d-CG,FBPINN,0.0321,0.00623,3
2306.08827v2,appendix_table,L1RE,Poisson,3d-CG,PINN,0.451,0.0335,3
2306.08827v2,appendix_table,L1RE,Poisson,3d-CG,PINN-w,0.333,0.0264,3
2306.08827v2,appendix_table,L1RE,Poisson,3d-CG,LRA,0.0776,0.0163,3
2306.08827v2,appendix_table,L1RE,Poisson,3d-CG,NTK,0.993,0.000291,3
2306.08827v2,appendix_table,L1RE,Poisson,3d-CG,RAR,0.461,0.0446,3
2306.08827v2,appendix_table,L1RE,Poisson,3d-CG,MultiAdam,0.355,0.0775,3
2306.08827v2,appendix_table,L1RE,Poisson,3d-CG,gPINN,0.457,0.0507,3
2306.08827v2,appendix_table,L1RE,Poisson,3d-CG,vPINN,0.796,0.000357,3
2306.08827v2,appendix_table,L1RE,Poisson,3d-CG,LAAF,0.46,0.0113,3
2306.08827v2,appendix_table,L1RE,Poisson,3d-CG,GAAF,0.382,0.0489,3
2306.08827v2,appendix_table,L1RE,Poisson,3d-CG,FBPINN,0.691,0.0752,3
2306.08827v2,appendix_table,L1RE,Poisson,2d-MS,PINN,0.76,0.0106,3
2306.08827v2,appendix_table,L1RE,Poisson,2d-MS,PINN-w,0.749,0.0112,3
2306.08827v2,appendix_table,L1RE,Poisson,2d-MS,LRA,0.793,0.0762,3
2306.08827v2,appendix_table,L1RE,Poisson,2d-MS,NTK,0.726,0.0146,3
2306.08827v2,appendix_table,L1RE,Poisson,2d-MS,RAR,0.784,0.0242,3
2306.08827v2,appendix_table,L1RE,Poisson,2d-MS,MultiAdam,0.694,0.0561,3
2306.08827v2,appendix_table,L1RE,Poisson,2d-MS,gPINN,0.741,0.0201,3
2306.08827v2,appendix_table,L1RE,Poisson,2d-MS,vPINN,0.961,0.0567,3
2306.08827v2,appendix_table,L1RE,Poisson,2d-MS,LAAF,0.631,0.0542,3
2306.08827v2,appendix_table,L1RE,Poisson,2d-MS,GAAF,0.904,0.101,3
2306.08827v2,appendix_table,L1RE,Poisson,2d-MS,FBPINN,0.994,9.67e-05,3
2306.08827v2,appendix_table,L1RE,Heat,2d-VC,PINN,1.12,0.0579,3
2306.08827v2,appendix_table,L1RE,Heat,2d-VC,PINN-w,0.241,0.0173,3
2306.08827v2,appendix_table,L1RE,Heat,2d-VC,LRA,0.207,0.00104,3
2306.08827v2,appendix_table,L1RE,Heat,2d-VC,NTK,0.203,0.0112,3
2306.08827v2,appendix_table,L1RE,Heat,2d-VC,RAR,1.06,0.0513,3
2306.08827v2,appendix_table,L1RE,Heat,2d-VC,MultiAdam,0.545,0.107,3
2306.08827v2,appendix_table,L1RE,Heat,2d-VC,gPINN,2.41,0.527,3
2306.08827v2,appendix_table,L1RE,Heat,2d-VC,vPINN,0.879,0.257,3
2306.08827v2,appendix_table,L1RE,Heat,2d-VC,LAAF,0.749,0.0854,3
2306.08827v2,appendix_table,L1RE,Heat,2d-VC,GAAF,0.991,0.137,3
2306.08827v2,appendix_table,L1RE,Heat,2d-VC,FBPINN,0.944,0.00175,3
2306.08827v2,appendix_table,L1RE,Heat,2d-MS,PINN,0.093,0.0227,3
2306.08827v2,appendix_table,L1RE,Heat,2d-MS,PINN-w,0.29,0.0243,3
2306.08827v2,appendix_table,L1RE,Heat,2d-MS,LRA,0.113,0.0357,3
2306.08827v2,appendix_table,L1RE,Heat,2d-MS,NTK,0.0669,0.00824,3
2306.08827v2,appendix_table,L1RE,Heat,2d-MS,RAR,0.119,0.0216,3
2306.08827v2,appendix_table,L1RE,Heat,2d-MS,MultiAdam,0.3,0.114,3
2306.08827v2,appendix_table,L1RE,Heat,2d-MS,gPINN,0.18,0.0112,3
2306.08827v2,appendix_table,L1RE,Heat,2d-MS,vPINN,0.925,0.039,3
2306.08827v2,appendix_table,L1RE,Heat,2d-MS,LAAF,0.114,0.0498,3
2306.08827v2,appendix_table,L1RE,Heat,2d-MS,GAAF,1.08,0.202,3
2306.08827v2,appendix_table,L1RE,Heat,2d-MS,FBPINN,0.0533,0.00392,3
2306.08827v2,appendix_table,L1RE,Heat,2d-CG,PINN,0.0305,0.00847,3
2306.08827v2,appendix_table,L1RE,Heat,2d-CG,PINN-w,0.137,0.0077,3
2306.08827v2,appendix_table,L1RE,Heat,2d-CG,LRA,0.112,0.00257,3
2306.08827v2,appendix_table,L1RE,Heat,2d-CG,NTK,0.107,0.0144,3
2306.08827v2,appendix_table,L1RE,Heat,2d-CG,RAR,0.0221,0.00342,3
2306.08827v2,appendix_table,L1RE,Heat,2d-CG,MultiAdam,0.0588,0.0102,3
2306.08827v2,appendix_table,L1RE,Heat,2d-CG,gPINN,0.082,0.0132,3
2306.08827v2,appendix_table,L1RE,Heat,2d-CG,vPINN,3.09,0.0186,3
2306.08827v2,appendix_table,L1RE,Heat,2d-CG,LAAF,0.0194,0.00198,3
2306.08827v2,appendix_table,L1RE,Heat,2d-CG,GAAF,0.377,0.217,3
2306.08827v2,appendix_table,L1RE,Heat,2d-CG,FBPINN,0.677,0.0393,3
2306.08827v2,appendix_table,L1RE,Heat,2d-LT,PINN,0.998,6e-05,3
2306.08827v2,appendix_table,L1RE,Heat,2d-LT,PINN-w,0.998,0.000142,3
2306.08827v2,appendix_table,L1RE,Heat,2d-LT,LRA,0.998,0.000147,3
2306.08827v2,appendix_table,L1RE,Heat,2d-LT,NTK,0.999,0.00101,3
2306.08827v2,appendix_table,L1RE,Heat,2d-LT,RAR,0.998,0.000228,3
2306.08827v2,appendix_table,L1RE,Heat,2d-LT,MultiAdam,0.999,5.69e-05,3
2306.08827v2,appendix_table,L1RE,Heat,2d-LT,gPINN,0.998,0.000862,3
2306.08827v2,appendix_table,L1RE,Heat,2d-LT,vPINN,0.998,0.0,3
2306.08827v2,appendix_table,L1RE,Heat,2d-LT,LAAF,0.998,0.000127,3
2306.08827v2,appendix_table,L1RE,Heat,2d-LT,GAAF,0.998,8.58e-05,3
2306.08827v2,appendix_table,L1RE,Heat,2d-LT,FBPINN,1.01,0.000775,3
2306.08827v2,appendix_table,L1RE,NS,2d-C,PINN,0.0508,0.00306,3
2306.08827v2,appendix_table,L1RE,NS,2d-C,PINN-w,0.184,0.0152,3
2306.08827v2,appendix_table,L1RE,NS,2d-C,LRA,,,3
2306.08827v2,appendix_table,L1RE,NS,2d-C,NTK,0.244,0.0305,3
2306.08827v2,appendix_table,L1RE,NS,2d-C,RAR,0.554,0.0124,3
2306.08827v2,appendix_table,L1RE,NS,2d-C,MultiAdam,0.986,0.316,3
2306.08827v2,appendix_table,L1RE,NS,2d-C,gPINN,0.0943,0.00324,3
2306.08827v2,appendix_table,L1RE,NS,2d-C,vPINN,0.198,0.0781,3
2306.08827v2,appendix_table,L1RE,NS,2d-C,LAAF,0.0442,0.00738,3
2306.08827v2,appendix_table,L1RE,NS,2d-C,GAAF,0.0378,0.00871,3
2306.08827v2,appendix_table,L1RE,NS,2d-C,FBPINN,0.118,0.031,3
2306.08827v2,appendix_table,L1RE,NS,2d-CG,PINN,0.177,0.01,3
2306.08827v2,appendix_table,L1RE,NS,2d-CG,PINN-w,0.422,0.00872,3
2306.08827v2,appendix_table,L1RE,NS,2d-CG,LRA,0.412,0.00693,3
2306.08827v2,appendix_table,L1RE,NS,2d-CG,NTK,0.369,0.0246,3
2306.08827v2,appendix_table,L1RE,NS,2d-CG,RAR,0.465,0.00444,3
2306.08827v2,appendix_table,L1RE,NS,2d-CG,MultiAdam,0.623,0.0886,3
2306.08827v2,appendix_table,L1RE,NS,2d-CG,gPINN,0.236,0.0115,3
2306.08827v2,appendix_table,L1RE,NS,2d-CG,vPINN,0.995,0.00035,3
2306.08827v2,appendix_table,L1RE,NS,2d-CG,LAAF,0.125,0.0142,3
2306.08827v2,appendix_table,L1RE,NS,2d-CG,GAAF,0.24,0.0801,3
2306.08827v2,appendix_table,L1RE,NS,2d-CG,FBPINN,5.92,0.000565,3
2306.08827v2,appendix_table,L1RE,NS,2d-LT,PINN,0.988,0.00186,3
2306.08827v2,appendix_table,L1RE,NS,2d-LT,PINN-w,0.998,0.000468,3
2306.08827v2,appendix_table,L1RE,NS,2d-LT,LRA,0.997,0.000364,3
2306.08827v2,appendix_table,L1RE,NS,2d-LT,NTK,0.995,0.000666,3
2306.08827v2,appendix_table,L1RE,NS,2d-LT,RAR,1.0,0.000246,3
2306.08827v2,appendix_table,L1RE,NS,2d-LT,MultiAdam,0.999,0.000927,3
2306.08827v2,appendix_table,L1RE,NS,2d-LT,gPINN,0.99,0.00036,3
2306.08827v2,appendix_table,L1RE,NS,2d-LT,vPINN,1.0,0.00014,3
2306.08827v2,appendix_table,L1RE,NS,2d-LT,LAAF,0.99,0.00378,3
2306.08827v2,appendix_table,L1RE,NS,2d-LT,GAAF,0.996,0.00268,3
2306.08827v2,appendix_table,L1RE,NS,2d-LT,FBPINN,1.0,0.00138,3
2306.08827v2,appendix_table,L1RE,Wave,1d-C,PINN,0.587,0.092,3
