paper,source,metric,family,case,method,mean,std,n_runs
2306.08827v2,appendix_table,L1RE,Wave,1d-C,PINN-w,0.278,0.00886,3
2306.08827v2,appendix_table,L1RE,Wave,1d-C,LRA,0.349,0.0202,3
2306.08827v2,appendix_table,L1RE,Wave,1d-C,NTK,0.0942,0.00913,3
2306.08827v2,appendix_table,L1RE,Wave,1d-C,RAR,0.54,0.0174,3
2306.08827v2,appendix_table,L1RE,Wave,1d-C,MultiAdam,0.115,0.0191,3
2306.08827v2,appendix_table,L1RE,Wave,1d-C,gPINN,0.56,0.0169,3
2306.08827v2,appendix_table,L1RE,Wave,1d-C,vPINN,1.41,0.13,3
2306.08827v2,appendix_table,L1RE,Wave,1d-C,LAAF,0.438,0.014,3
2306.08827v2,appendix_table,L1RE,Wave,1d-C,GAAF,0.682,0.108,3
2306.08827v2,appendix_table,L1RE,Wave,1d-C,FBPINN,0.655,0.0486,3
2306.08827v2,appendix_table,L1RE,Wave,2d-CG,PINN,1.96,0.383,3
2306.08827v2,appendix_table,L1RE,Wave,2d-CG,PINN-w,1.78,0.0889,3
2306.08827v2,appendix_table,L1RE,Wave,2d-CG,LRA,1.58,0.115,3
2306.08827v2,appendix_table,L1RE,Wave,2d-CG,NTK,2.34,0.114,3
2306.08827v2,appendix_table,L1RE,Wave,2d-CG,RAR,1.16,0.116,3
2306.08827v2,appendix_table,L1RE,Wave,2d-CG,MultiAdam,1.09,0.154,3
2306.08827v2,appendix_table,L1RE,Wave,2d-CG,gPINN,0.722,0.0163,3
2306.08827v2,appendix_table,L1RE,Wave,2d-CG,vPINN,1.08,0.125,3
2306.08827v2,appendix_table,L1RE,Wave,2d-CG,LAAF,0.745,0.0215,3
2306.08827v2,appendix_table,L1RE,Wave,2d-CG,GAAF,0.708,0.00913,3
2306.08827v2,appendix_table,L1RE,Wave,2d-CG,FBPINN,1.15,0.103,3
2306.08827v2,appendix_table,L1RE,Wave,2d-MS,PINN,2.04,0.738,3
2306.08827v2,appendix_table,L1RE,Wave,2d-MS,PINN-w,1.1,0.0425,3
2306.08827v2,appendix_table,L1RE,Wave,2d-MS,LRA,1.08,0.0601,3
2306.08827v2,appendix_table,L1RE,Wave,2d-MS,NTK,1.13,0.0491,3
2306.08827v2,appendix_table,L1RE,Wave,2d-MS,RAR,2.08,0.745,3
2306.08827v2,appendix_table,L1RE,Wave,2d-MS,MultiAdam,1.07,0.014,3
2306.08827v2,appendix_table,L1RE,Wave,2d-MS,gPINN,1.11,0.0191,3
2306.08827v2,appendix_table,L1RE,Wave,2d-MS,vPINN,1.05,0.01,3
2306.08827v2,appendix_table,L1RE,Wave,2d-MS,LAAF,1.17,0.0466,3
2306.08827v2,appendix_table,L1RE,Wave,2d-MS,GAAF,1.12,0.0862,3
2306.08827v2,appendix_table,L1RE,Wave,2d-MS,FBPINN,1.29,0.0281,3
2306.08827v2,appendix_table,L1RE,Chaotic,GS,PINN,0.345,0.457,3
2306.08827v2,appendix_table,L1RE,Chaotic,GS,PINN-w,0.129,0.154,3
2306.08827v2,appendix_table,L1RE,Chaotic,GS,LRA,0.0201,5.99e-05,3
2306.08827v2,appendix_table,L1RE,Chaotic,GS,NTK,0.111,0.0479,3
2306.08827v2,appendix_table,L1RE,Chaotic,GS,RAR,0.0298,0.00644,3
2306.08827v2,appendix_table,L1RE,Chaotic,GS,MultiAdam,0.02,6.12e-05,3
2306.08827v2,appendix_table,L1RE,Chaotic,GS,gPINN,0.272,0.179,3
2306.08827v2,appendix_table,L1RE,Chaotic,GS,vPINN,1.04,0.304,3
2306.08827v2,appendix_table,L1RE,Chaotic,GS,LAAF,0.0207,0.000919,3
2306.08827v2,appendix_table,L1RE,Chaotic,GS,GAAF,0.116,0.131,3
2306.08827v2,appendix_table,L1RE,Chaotic,GS,FBPINN,0.0506,0.0187,3
2306.08827v2,appendix_table,L1RE,Chaotic,KS,PINN,0.944,0.000857,3
2306.08827v2,appendix_table,L1RE,Chaotic,KS,PINN-w,0.895,0.0299,3
2306.08827v2,appendix_table,L1RE,Chaotic,KS,LRA,0.86,0.00348,3
2306.08827v2,appendix_table,L1RE,Chaotic,KS,NTK,0.864,0.00331,3
2306.08827v2,appendix_table,L1RE,Chaotic,KS,RAR,0.942,0.000875,3
2306.08827v2,appendix_table,L1RE,Chaotic,KS,MultiAdam,0.873,0.0084,3
2306.08827v2,appendix_table,L1RE,Chaotic,KS,gPINN,0.936,0.00612,3
2306.08827v2,appendix_table,L1RE,Chaotic,KS,vPINN,0.888,0.00992,3
2306.08827v2,appendix_table,L1RE,Chaotic,KS,LAAF,0.939,0.00325,3
2306.08827v2,appendix_table,L1RE,Chaotic,KS,GAAF,0.944,0.00986,3
2306.08827v2,appendix_table,L1RE,Chaotic,KS,FBPINN,0.985,0.0335,3
2306.08827v2,appendix_table,L1RE,High dim,PNd,PINN,0.0024,0.000344,3
2306.08827v2,appendix_table,L1RE,High dim,PNd,PINN-w,0.00234,0.00127,3
2306.08827v2,appendix_table,L1RE,High dim,PNd,LRA,0.000317,9.16e-06,3
2306.08827v2,appendix_table,L1RE,High dim,PNd,NTK,0.00458,0.00456,3
2306.08827v2,appendix_table,L1RE,High dim,PNd,RAR,0.00298,0.00124,3
2306.08827v2,appendix_table,L1RE,High dim,PNd,MultiAdam,0.0034,0.000871,3
2306.08827v2,appendix_table,L1RE,High dim,PNd,gPINN,0.00443,0.000845,3
2306.08827v2,appendix_table,L1RE,High dim,PNd,vPINN,,,3
2306.08827v2,appendix_table,L1RE,High dim,PNd,LAAF,0.00433,0.00188,3
2306.08827v2,appendix_table,L1RE,High dim,PNd,GAAF,0.00572,0.00157,3
2306.08827v2,appendix_table,L1RE,High dim,PNd,FBPINN,,,3
2306.08827v2,appendix_table,L1RE,High dim,HNd,PINN,0.225,0.00387,3
2306.08827v2,appendix_table,L1RE,High dim,HNd,PINN-w,0.327,0.00513,3
2306.08827v2,appendix_table,L1RE,High dim,HNd,LRA,0.263,0.013,3
2306.08827v2,appendix_table,L1RE,High dim,HNd,NTK,0.264,0.0159,3
2306.08827v2,appendix_table,L1RE,High dim,HNd,RAR,0.224,0.00256,3
2306.08827v2,appendix_table,L1RE,High dim,HNd,MultiAdam,0.158,0.0271,3
2306.08827v2,appendix_table,L1RE,High dim,HNd,gPINN,0.183,0.00599,3
2306.08827v2,appendix_table,L1RE,High dim,HNd,vPINN,,,3
2306.08827v2,appendix_table,L1RE,High dim,HNd,LAAF,0.342,0.00332,3
2306.08827v2,appendix_table,L1RE,High dim,HNd,GAAF,0.34,0.00524,3
2306.08827v2,appendix_table,L1RE,High dim,HNd,FBPINN,,,3
2306.08827v2,appendix_table,L1RE,Inverse,PInv,PINN,0.083,0.000688,3
2306.08827v2,appendix_table,L1RE,Inverse,PInv,PINN-w,0.114,0.00356,3
2306.08827v2,appendix_table,L1RE,Inverse,PInv,LRA,0.114,0.00695,3
2306.08827v2,appendix_table,L1RE,Inverse,PInv,NTK,0.133,0.0101,3
2306.08827v2,appendix_table,L1RE,Inverse,PInv,RAR,0.0835,0.00953,3
2306.08827v2,appendix_table,L1RE,Inverse,PInv,MultiAdam,0.113,0.0164,3
2306.08827v2,appendix_table,L1RE,Inverse,PInv,gPINN,0.0733,0.00249,3
2306.08827v2,appendix_table,L1RE,Inverse,PInv,vPINN,0.0196,0.00775,3
2306.08827v2,appendix_table,L1RE,Inverse,PInv,LAAF,0.812,1.01,3
2306.08827v2,appendix_table,L1RE,Inverse,PInv,GAAF,0.218,0.12,3
2306.08827v2,appendix_table,L1RE,Inverse,PInv,FBPINN,0.839,0.139,3
2306.08827v2,appendix_table,L1RE,Inverse,HInv,PINN,1.06,0.0539,3
2306.08827v2,appendix_table,L1RE,Inverse,HInv,PINN-w,0.0416,0.00318,3
2306.08827v2,appendix_table,L1RE,Inverse,HInv,LRA,0.0394,0.00152,3
2306.08827v2,appendix_table,L1RE,Inverse,HInv,NTK,0.0596,0.00254,3
2306.08827v2,appendix_table,L1RE,Inverse,HInv,RAR,1.01,0.0568,3
2306.08827v2,appendix_table,L1RE,Inverse,HInv,MultiAdam,0.0629,0.00858,3
2306.08827v2,appendix_table,L1RE,Inverse,HInv,gPINN,3.51,1.59,3
2306.08827v2,appendix_table,L1RE,Inverse,HInv,vPINN,0.459,0.00122,3
2306.08827v2,appendix_table,L1RE,Inverse,HInv,LAAF,0.393,0.332,3
2306.08827v2,appendix_table,L1RE,Inverse,HInv,GAAF,0.189,0.063,3
2306.08827v2,appendix_table,L1RE,Inverse,HInv,FBPINN,0.846,0.0718,3
2306.08827v2,appendix_table,mERR,Burgers,1d-C,PINN,0.0903,0.00676,3
2306.08827v2,appendix_table,mERR,Burgers,1d-C,LRA,0.153,0.0564,3
2306.08827v2,appendix_table,mERR,Burgers,1d-C,NTK,0.133,0.0785,3
2306.08827v2,appendix_table,mERR,Burgers,1d-C,RAR,0.338,0.282,3
2306.08827v2,appendix_table,mERR,Burgers,1d-C,MultiAdam,0.402,0.204,3
2306.08827v2,appendix_table,mERR,Burgers,1d-C,gPINN,0.947,0.0188,3
2306.08827v2,appendix_table,mERR,Burgers,1d-C,vPINN,1.84,0.0153,3
2306.08827v2,appendix_table,mERR,Burgers,1d-C,LAAF,0.258,0.296,3
2306.08827v2,appendix_table,mERR,Burgers,1d-C,GAAF,0.188,0.0602,3
2306.08827v2,appendix_table,mERR,Burgers,1d-C,FBPINN,1.34,0.498,3
2306.08827v2,appendix_table,mERR,Burgers,2d-C,PINN,4.32,0.0801,3
2306.08827v2,appendix_table,mERR,Burgers,2d-C,LRA,3.84,0.196,3
2306.08827v2,appendix_table,mERR,Burgers,2d-C,NTK,4.07,0.0699,3
2306.08827v2,appendix_table,mERR,Burgers,2d-C,RAR,4.47,0.132,3
2306.08827v2,appendix_table,mERR,Burgers,2d-C,MultiAdam,3.99,0.133,3
2306.08827v2,appendix_table,mERR,Burgers,2d-C,gPINN,3.83,0.00603,3
2306.08827v2,appendix_table,mERR,Burgers,2d-C,vPINN,9.12,3.83,3
2306.08827v2,appendix_table,mERR,Burgers,2d-C,LAAF,4.11,0.199,3
2306.08827v2,appendix_table,mERR,Burgers,2d-C,GAAF,4.14,0.111,3
2306.08827v2,appendix_table,mERR,Burgers,2d-C,FBPINN,,,3
2306.08827v2,appendix_table,mERR,Poisson,2d-C,PINN,0.941,0.094,3
2306.08827v2,appendix_table,mERR,Poisson,2d-C,LRA,0.593,0.387,3
2306.08827v2,appendix_table,mERR,Poisson,2d-C,NTK,0.0294,0.0137,3
2306.08827v2,appendix_table,mERR,Poisson,2d-C,RAR,0.927,0.0967,3
2306.08827v2,appendix_table,mERR,Poisson,2d-C,MultiAdam,0.399,0.367,3
2306.08827v2,appendix_table,mERR,Poisson,2d-C,gPINN,0.799,0.028,3
2306.08827v2,appendix_table,mERR,Poisson,2d-C,vPINN,0.209,0.013,3
2306.08827v2,appendix_table,mERR,Poisson,2d-C,LAAF,0.826,0.0278,3
2306.08827v2,appendix_table,mERR,Poisson,2d-C,GAAF,0.502,0.00237,3
2306.08827v2,appendix_table,mERR,Poisson,2d-C,FBPINN,0.171,0.0152,3
2306.08827v2,appendix_table,mERR,Poisson,2d-CG,PINN,1.63,0.0176,3
2306.08827v2,appendix_table,mERR,Poisson,2d-CG,LRA,0.349,0.249,3
2306.08827v2,appendix_table,mERR,Poisson,2d-CG,NTK,0.0681,0.0306,3
2306.08827v2,appendix_table,mERR,Poisson,2d-CG,RAR,1.65,0.0132,3
2306.08827v2,appendix_table,mERR,Poisson,2d-CG,MultiAdam,0.584,0.0786,3
2306.08827v2,appendix_table,mERR,Poisson,2d-CG,gPINN,1.67,0.0059,3
2306.08827v2,appendix_table,mERR,Poisson,2d-CG,vPINN,1.62,0.00337,3
2306.08827v2,appendix_table,mERR,Poisson,2d-CG,LAAF,1.61,0.0251,3
2306.08827v2,appendix_table,mERR,Poisson,2d-CG,GAAF,1.49,0.145,3
2306.08827v2,appendix_table,mERR,Poisson,2d-CG,FBPINN,0.198,0.0314,3
2306.08827v2,appendix_table,mERR,Poisson,3d-CG,PINN,1.04,0.0537,3
2306.08827v2,appendix_table,mERR,Poisson,3d-CG,LRA,0.391,0.14,3
2306.08827v2,appendix_table,mERR,Poisson,3d-CG,NTK,1.12,0.000737,3
2306.08827v2,appendix_table,mERR,Poisson,3d-CG,RAR,1.09,0.111,3
2306.08827v2,appendix_table,mERR,Poisson,3d-CG,MultiAdam,0.688,0.151,3
2306.08827v2,appendix_table,mERR,Poisson,3d-CG,gPINN,0.787,0.134,3
2306.08827v2,appendix_table,mERR,Poisson,3d-CG,vPINN,0.159,7.13e-05,3
2306.08827v2,appendix_table,mERR,Poisson,3d-CG,LAAF,1.14,0.0377,3
2306.08827v2,appendix_table,mERR,Poisson,3d-CG,GAAF,1.21,0.249,3
2306.08827v2,appendix_table,mERR,Poisson,3d-CG,FBPINN,1.07,0.0263,3
2306.08827v2,appendix_table,mERR,Poisson,2d-MS,PINN,4.87,0.21,3
2306.08827v2,appendix_table,mERR,Poisson,2d-MS,LRA,9.58,0.205,3
2306.08827v2,appendix_table,mERR,Poisson,2d-MS,NTK,9.66,0.0186,3
2306.08827v2,appendix_table,mERR,Poisson,2d-MS,RAR,4.96,0.29,3
2306.08827v2,appendix_table,mERR,Poisson,2d-MS,MultiAdam,5.88,0.669,3
2306.08827v2,appendix_table,mERR,Poisson,2d-MS,gPINN,5.01,0.261,3
2306.08827v2,appendix_table,mERR,Poisson,2d-MS,vPINN,9.87,0.0012,3
2306.08827v2,appendix_table,mERR,Poisson,2d-MS,LAAF,4.4,0.458,3
2306.08827v2,appendix_table,mERR,Poisson,2d-MS,GAAF,8.77,2.15,3
2306.08827v2,appendix_table,mERR,Poisson,2d-MS,FBPINN,9.87,0.000544,3
2306.08827v2,appendix_table,mERR,Heat,2d-VC,PINN,0.993,0.072,3
2306.08827v2,appendix_table,mERR,Heat,2d-VC,LRA,0.263,0.0089,3
2306.08827v2,appendix_table,mERR,Heat,2d-VC,NTK,0.267,0.0174,3
2306.08827v2,appendix_table,mERR,Heat,2d-VC,RAR,1.03,0.0773,3
2306.08827v2,appendix_table,mERR,Heat,2d-VC,MultiAdam,0.473,0.107,3
2306.08827v2,appendix_table,mERR,Heat,2d-VC,gPINN,4.46,1.05,3
2306.08827v2,appendix_table,mERR,Heat,2d-VC,vPINN,0.883,0.335,3
2306.08827v2,appendix_table,mERR,Heat,2d-VC,LAAF,0.779,0.0819,3
2306.08827v2,appendix_table,mERR,Heat,2d-VC,GAAF,0.785,0.212,3
2306.08827v2,appendix_table,mERR,Heat,2d-VC,FBPINN,0.778,0.00111,3
2306.08827v2,appendix_table,mERR,Heat,2d-MS,PINN,0.091,0.032,3
2306.08827v2,appendix_table,mERR,Heat,2d-MS,LRA,0.16,0.0565,3
2306.08827v2,appendix_table,mERR,Heat,2d-MS,NTK,0.0665,0.025,3
2306.08827v2,appendix_table,mERR,Heat,2d-MS,RAR,0.0436,0.0128,3
2306.08827v2,appendix_table,mERR,Heat,2d-MS,MultiAdam,0.158,0.0885,3
2306.08827v2,appendix_table,mERR,Heat,2d-MS,gPINN,0.71,0.305,3
2306.08827v2,appendix_table,mERR,Heat,2d-MS,vPINN,0.369,0.001,3
2306.08827v2,appendix_table,mERR,Heat,2d-MS,LAAF,0.0553,0.012,3
2306.08827v2,appendix_table,mERR,Heat,2d-MS,GAAF,0.0835,0.047,3
2306.08827v2,appendix_table,mERR,Heat,2d-MS,FBPINN,0.181,0.00494,3
2306.08827v2,appendix_table,mERR,Heat,2d-CG,PINN,0.94,0.0748,3
2306.08827v2,appendix_table,mERR,Heat,2d-CG,LRA,0.64,0.037,3
2306.08827v2,appendix_table,mERR,Heat,2d-CG,NTK,1.14,0.121,3
2306.08827v2,appendix_table,mERR,Heat,2d-CG,RAR,0.9,0.147,3
2306.08827v2,appendix_table,mERR,Heat,2d-CG,MultiAdam,1.39,0.232,3
2306.08827v2,appendix_table,mERR,Heat,2d-CG,gPINN,2.2,0.295,3
2306.08827v2,appendix_table,mERR,Heat,2d-CG,vPINN,4.38,0.348,3
2306.08827v2,appendix_table,mERR,Heat,2d-CG,LAAF,0.959,0.0539,3
2306.08827v2,appendix_table,mERR,Heat,2d-CG,GAAF,3.18,0.499,3
2306.08827v2,appendix_table,mERR,Heat,2d-CG,FBPINN,2.83,0.363,3
2306.08827v2,appendix_table,mERR,Heat,2d-LT,PINN,2.18,0.695,3
2306.08827v2,appendix_table,mERR,Heat,2d-LT,LRA,1.82,0.016,3
2306.08827v2,appendix_table,mERR,Heat,2d-LT,NTK,1.83,0.014,3
2306.08827v2,appendix_table,mERR,Heat,2d-LT,RAR,1.85,0.0116,3
2306.08827v2,appendix_table,mERR,Heat,2d-LT,MultiAdam,1.82,0.024,3
2306.08827v2,appendix_table,mERR,Heat,2d-LT,gPINN,5.46,6.13,3
2306.08827v2,appendix_table,mERR,Heat,2d-LT,vPINN,3.09,0.346,3
2306.08827v2,appendix_table,mERR,Heat,2d-LT,LAAF,1.84,0.0151,3
2306.08827v2,appendix_table,mERR,Heat,2d-LT,GAAF,1.81,0.00794,3
2306.08827v2,appendix_table,mERR,Heat,2d-LT,FBPINN,3.32,0.0615,3
2306.08827v2,appendix_table,mERR,NS,2d-C,PINN,0.226,0.00633,3
2306.08827v2,appendix_table,mERR,NS,2d-C,LRA,,,3
2306.08827v2,appendix_table,mERR,NS,2d-C,NTK,0.265,0.0305,3
2306.08827v2,appendix_table,mERR,NS,2d-C,RAR,0.222,0.0142,3
2306.08827v2,appendix_table,mERR,NS,2d-C,MultiAdam,0.567,0.0628,3
2306.08827v2,appendix_table,mERR,NS,2d-C,gPINN,0.473,0.0317,3
2306.08827v2,appendix_table,mERR,NS,2d-C,vPINN,0.18,0.0164,3
2306.08827v2,appendix_table,mERR,NS,2d-C,LAAF,0.184,0.00541,3
2306.08827v2,appendix_table,mERR,NS,2d-C,GAAF,0.199,0.00909,3
2306.08827v2,appendix_table,mERR,NS,2d-C,FBPINN,0.2,0.0473,3
2306.08827v2,appendix_table,mERR,NS,2d-CG,PINN,0.206,0.00669,3
2306.08827v2,appendix_table,mERR,NS,2d-CG,LRA,0.497,0.091,3
2306.08827v2,appendix_table,mERR,NS,2d-CG,NTK,0.333,0.0392,3
2306.08827v2,appendix_table,mERR,NS,2d-CG,RAR,0.211,0.00438,3
2306.08827v2,appendix_table,mERR,NS,2d-CG,MultiAdam,0.623,0.187,3
2306.08827v2,appendix_table,mERR,NS,2d-CG,gPINN,0.294,0.00984,3
2306.08827v2,appendix_table,mERR,NS,2d-CG,vPINN,4.31,0.0147,3
2306.08827v2,appendix_table,mERR,NS,2d-CG,LAAF,0.168,0.00234,3
2306.08827v2,appendix_table,mERR,NS,2d-CG,GAAF,0.18,0.00747,3
2306.08827v2,appendix_table,mERR,NS,2d-CG,FBPINN,8.0,0.0,3
2306.08827v2,appendix_table,mERR,NS,2d-LT,PINN,117.0,0.5,3
2306.08827v2,appendix_table,mERR,NS,2d-LT,LRA,121.0,0.2,3
2306.08827v2,appendix_table,mERR,NS,2d-LT,NTK,121.0,0.651,3
2306.08827v2,appendix_table,mERR,NS,2d-LT,RAR,118.0,0.769,3
2306.08827v2,appendix_table,mERR,NS,2d-LT,MultiAdam,121.0,0.24,3
2306.08827v2,appendix_table,mERR,NS,2d-LT,gPINN,121.0,0.569,3
2306.08827v2,appendix_table,mERR,NS,2d-LT,vPINN,123.0,0.554,3
2306.08827v2,appendix_table,mERR,NS,2d-LT,LAAF,118.0,0.676,3
2306.08827v2,appendix_table,mERR,NS,2d-LT,GAAF,119.0,0.528,3
2306.08827v2,appendix_table,mERR,NS,2d-LT,FBPINN,124.0,0.776,3
2306.08827v2,appendix_table,mERR,Wave,1d-C,PINN,0.934,0.116,3
2306.08827v2,appendix_table,mERR,Wave,1d-C,LRA,0.517,0.0611,3
2306.08827v2,appendix_table,mERR,Wave,1d-C,NTK,0.275,0.0222,3
2306.08827v2,appendix_table,mERR,Wave,1d-C,RAR,0.816,0.068,3
2306.08827v2,appendix_table,mERR,Wave,1d-C,MultiAdam,1.26,0.189,3
2306.08827v2,appendix_table,mERR,Wave,1d-C,gPINN,1.28,0.0621,3
2306.08827v2,appendix_table,mERR,Wave,1d-C,vPINN,0.617,0.0541,3
2306.08827v2,appendix_table,mERR,Wave,1d-C,LAAF,0.74,0.0771,3
2306.08827v2,appendix_table,mERR,Wave,1d-C,GAAF,1.18,0.323,3
2306.08827v2,appendix_table,mERR,Wave,1d-C,FBPINN,0.851,0.111,3
2306.08827v2,appendix_table,mERR,Wave,2d-CG,PINN,2.0,0.0989,3
2306.08827v2,appendix_table,mERR,Wave,2d-CG,LRA,1.95,0.126,3
2306.08827v2,appendix_table,mERR,Wave,2d-CG,NTK,2.0,0.018,3
2306.08827v2,appendix_table,mERR,Wave,2d-CG,RAR,1.93,0.088,3
2306.08827v2,appendix_table,mERR,Wave,2d-CG,MultiAdam,1.71,0.0574,3
2306.08827v2,appendix_table,mERR,Wave,2d-CG,gPINN,1.73,0.00281,3
2306.08827v2,appendix_table,mERR,Wave,2d-CG,vPINN,1.66,0.0219,3
2306.08827v2,appendix_table,mERR,Wave,2d-CG,LAAF,1.93,0.148,3
2306.08827v2,appendix_table,mERR,Wave,2d-CG,GAAF,1.88,0.113,3
2306.08827v2,appendix_table,mERR,Wave,2d-CG,FBPINN,1.65,0.0244,3
2306.08827v2,appendix_table,mERR,Wave,2d-MS,PINN,1440.0,292.0,3
2306.08827v2,appendix_table,mERR,Wave,2d-MS,LRA,1950.0,391.0,3
2306.08827v2,appendix_table,mERR,Wave,2d-MS,NTK,1740.0,215.0,3
2306.08827v2,appendix_table,mERR,Wave,2d-MS,RAR,1300.0,272.0,3
2306.08827v2,appendix_table,mERR,Wave,2d-MS,MultiAdam,1050.0,42.9,3
2306.08827v2,appendix_table,mERR,Wave,2d-MS,gPINN,1090.0,41.9,3
2306.08827v2,appendix_table,mERR,Wave,2d-MS,vPINN,443.0,4.24,3
2306.08827v2,appendix_table,mERR,Wave,2d-MS,LAAF,1800.0,88.0,3
2306.08827v2,appendix_table,mERR,Wave,2d-MS,GAAF,1450.0,466.0,3
2306.08827v2,appendix_table,mERR,Wave,2d-MS,FBPINN,5590.0,155.0,3
2306.08827v2,appendix_table,mERR,Chaotic,GS,PINN,3.66,0.1,3
2306.08827v2,appendix_table,mERR,Chaotic,GS,LRA,3.48,0.0897,3
2306.08827v2,appendix_table,mERR,Chaotic,GS,NTK,3.61,0.0638,3
2306.08827v2,appendix_table,mERR,Chaotic,GS,RAR,3.6,0.0685,3
2306.08827v2,appendix_table,mERR,Chaotic,GS,MultiAdam,3.41,0.127,3
2306.08827v2,appendix_table,mERR,Chaotic,GS,gPINN,3.41,0.0354,3
2306.08827v2,appendix_table,mERR,Chaotic,GS,vPINN,0.893,0.0651,3
2306.08827v2,appendix_table,mERR,Chaotic,GS,LAAF,3.76,0.0527,3
2306.08827v2,appendix_table,mERR,Chaotic,GS,GAAF,3.41,0.128,3
2306.08827v2,appendix_table,mERR,Chaotic,GS,FBPINN,0.836,0.0816,3
2306.08827v2,appendix_table,mERR,Chaotic,KS,PINN,0.984,0.00164,3
2306.08827v2,appendix_table,mERR,Chaotic,KS,LRA,0.983,0.000376,3
2306.08827v2,appendix_table,mERR,Chaotic,KS,NTK,0.876,0.172,3
2306.08827v2,appendix_table,mERR,Chaotic,KS,RAR,0.983,0.000711,3
2306.08827v2,appendix_table,mERR,Chaotic,KS,MultiAdam,0.982,0.000142,3
2306.08827v2,appendix_table,mERR,Chaotic,KS,gPINN,0.984,0.00409,3
2306.08827v2,appendix_table,mERR,Chaotic,KS,vPINN,3.33,0.078,3
2306.08827v2,appendix_table,mERR,Chaotic,KS,LAAF,0.983,0.000672,3
2306.08827v2,appendix_table,mERR,Chaotic,KS,GAAF,0.983,0.000376,3
2306.08827v2,appendix_table,mERR,Chaotic,KS,FBPINN,3.3,0.0474,3
2306.08827v2,appendix_table,mERR,High dim,PNd,PINN,0.0296,0.0157,3
2306.08827v2,appendix_table,mERR,High dim,PNd,LRA,0.00405,0.000949,3
2306.08827v2,appendix_table,mERR,High dim,PNd,NTK,0.00499,0.00448,3
2306.08827v2,appendix_table,mERR,High dim,PNd,RAR,0.0272,0.0117,3
2306.08827v2,appendix_table,mERR,High dim,PNd,MultiAdam,0.0396,0.0229,3
2306.08827v2,appendix_table,mERR,High dim,PNd,gPINN,0.0316,0.0121,3
2306.08827v2,appendix_table,mERR,High dim,PNd,vPINN,,,3
2306.08827v2,appendix_table,mERR,High dim,PNd,LAAF,0.059,0.0488,3
2306.08827v2,appendix_table,mERR,High dim,PNd,GAAF,1.76,0.843,3
2306.08827v2,appendix_table,mERR,High dim,PNd,FBPINN,,,3
2306.08827v2,appendix_table,mERR,High dim,HNd,PINN,0.0518,0.0221,3
2306.08827v2,appendix_table,mERR,High dim,HNd,LRA,0.129,0.194,3
2306.08827v2,appendix_table,mERR,High dim,HNd,NTK,0.0632,0.0349,3
2306.08827v2,appendix_table,mERR,High dim,HNd,RAR,0.0464,0.0159,3
2306.08827v2,appendix_table,mERR,High dim,HNd,MultiAdam,0.00792,0.00301,3
2306.08827v2,appendix_table,mERR,High dim,HNd,gPINN,0.0502,0.00595,3
2306.08827v2,appendix_table,mERR,High dim,HNd,vPINN,,,3
2306.08827v2,appendix_table,mERR,High dim,HNd,LAAF,0.0204,0.0122,3
2306.08827v2,appendix_table,mERR,High dim,HNd,GAAF,1.27,1.45,3
2306.08827v2,appendix_table,mERR,High dim,HNd,FBPINN,,,3
